Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
GLUD1	GLUD1	9568.95052309198	0.0351554594345027	0.0585992992519242	0.599929690001341	0.548553094531264	0.913580543727754	ENSG00000148672	protein_coding	chr10	87050486	87094866	chr10:87050486	GLUD1	protein_coding	chr10	87050202	87094843	chr10:87050202	ENSG00000148672
GLUL	GLUL	13849.2672744905	0.0776589041330649	0.0958663835379464	0.810074410518735	0.417897410494653	0.87413818255362	ENSG00000135821	protein_coding	chr1	182381704	182392206	chr1:182381704	GLUL	protein_coding	chr1	182378098	182392206	chr1:182378098	ENSG00000135821
GLYATL2	GLYATL2	42.7005430597253	0.499495990236595	0.266953066491625	1.87110040278285	0.0613311657852772	0.557335602094875	ENSG00000156689	protein_coding	chr11	58834065	58904215	chr11:58834065	GLYATL2	protein_coding	chr11	58834065	58904215	chr11:58834065	ENSG00000156689
GLYCTK	GLYCTK	180.536852455345	-0.00334600686273844	0.118626194357708	-0.0282063070543155	0.977497606925065	0.997035695406408	ENSG00000168237	protein_coding	chr3	52287089	52293476	chr3:52287089	GLYCTK	protein_coding	chr3	52287089	52295257	chr3:52287089	ENSG00000168237
GLYR1	GLYR1	5375.39888174395	-0.0599442684106083	0.0310077871281368	-1.93320046228692	0.0532115078449017	0.533988771512437	ENSG00000140632	protein_coding	chr16	4803203	4847342	chr16:4803203	GLYR1	protein_coding	chr16	4803203	4847288	chr16:4803203	ENSG00000140632
GM2A	GM2A	2729.52405824198	-0.02816219066723	0.0831710638326847	-0.338605632409414	0.734906838966533	0.962976559231137	ENSG00000196743	protein_coding	chr5	151212150	151270440	chr5:151212150	GM2A	protein_coding	chr5	151212150	151270440	chr5:151212150	ENSG00000196743
GMCL1	GMCL1	1313.09955282841	-0.051022882816606	0.0535035039589204	-0.953636286247363	0.340267781450307	0.840559772542036	ENSG00000087338	protein_coding	chr2	69829642	69881396	chr2:69829642	GMCL1	protein_coding	chr2	69829660	69881384	chr2:69829660	ENSG00000087338
GMDS	GMDS	737.545546835128	-0.158801179696155	0.0581436443786615	-2.73118724141127	0.00631066068433371	0.254420714983893	ENSG00000112699	protein_coding	chr6	1623806	2245692	chr6:1623806	GMDS	protein_coding	chr6	1623806	2245605	chr6:1623806	ENSG00000112699
GMDS-AS1	GMDS-AS1	82.1026916986509	0.176890921336834	0.173472909915969	1.01970343048099	0.307869134237168	0.824065269840851	ENSG00000250903	lincRNA	chr6	2245748	2482022	chr6:2245748	GMDS-DT	lncRNA	chr6	2245718	2525976	chr6:2245718	ENSG00000250903
GMEB1	GMEB1	1016.18168804456	-0.00512760159405435	0.0592197420920906	-0.0865860169752275	0.931000580990734	0.990681064392587	ENSG00000162419	protein_coding	chr1	28668732	28719353	chr1:28668732	GMEB1	protein_coding	chr1	28668778	28719353	chr1:28668778	ENSG00000162419
GMEB2	GMEB2	1260.13563737894	-0.0856089809216258	0.0463146116710122	-1.84842272952075	0.0645412130885231	0.567255148814999	ENSG00000101216	protein_coding	chr20	63587602	63627041	chr20:63587602	GMEB2	protein_coding	chr20	63587602	63627101	chr20:63587602	ENSG00000101216
GMFB	GMFB	9933.43171210352	-2.3129966050437e-06	0.0686339907242912	-3.37004533851923e-05	0.999973110928557	0.999973110928557	ENSG00000197045	protein_coding	chr14	54474484	54489196	chr14:54474484	GMFB	protein_coding	chr14	54474484	54489026	chr14:54474484	ENSG00000197045
GMFG	GMFG	27.8432802393506	0.0902975718598835	0.288675211191623	0.312799881524791	0.754432705400875	0.965668260776726	ENSG00000130755	protein_coding	chr19	39328353	39342372	chr19:39328353	GMFG	protein_coding	chr19	39328353	39342372	chr19:39328353	ENSG00000130755
GMIP	GMIP	569.625226924082	-0.217589386045988	0.0829543279075258	-2.62300221741955	0.00871587052991375	0.285423041429603	ENSG00000089639	protein_coding	chr19	19629476	19643667	chr19:19629476	GMIP	protein_coding	chr19	19629476	19643657	chr19:19629476	ENSG00000089639
GMNN	GMNN	1290.75793593709	-0.0726257267421822	0.213835985817791	-0.339632856763718	0.734133031323505	0.962683894650951	ENSG00000112312	protein_coding	chr6	24774931	24786099	chr6:24774931	GMNN	protein_coding	chr6	24774931	24786099	chr6:24774931	ENSG00000112312
GMPPA	GMPPA	3070.58002406765	-0.12348057473962	0.0522706400240472	-2.36233140980889	0.0181603993831948	0.376589334577828	ENSG00000144591	protein_coding	chr2	219498867	219506989	chr2:219498867	GMPPA	protein_coding	chr2	219498865	219513898	chr2:219498865	ENSG00000144591
GMPPB	GMPPB	1693.33150730453	-0.116155174337842	0.116171857259554	-0.999856394465022	0.317380009523655	0.828130620876291	ENSG00000173540	protein_coding	chr3	49716844	49723951	chr3:49716844	GMPPB	protein_coding	chr3	49716844	49723973	chr3:49716844	ENSG00000173540
GMPR	GMPR	148.560324984233	0.366809942049663	0.154709607516233	2.37095774424466	0.0177420593480109	0.372032411425622	ENSG00000137198	protein_coding	chr6	16238580	16295549	chr6:16238580	GMPR	protein_coding	chr6	16238587	16295549	chr6:16238587	ENSG00000137198
GMPR2	GMPR2	2564.96345462841	-0.0366771727393218	0.0518256120802055	-0.707703609608316	0.479129335378903	0.890451102691336	ENSG00000100938	protein_coding	chr14	24232422	24239242	chr14:24232422	GMPR2	protein_coding	chr14	24232422	24239242	chr14:24232422	ENSG00000100938
GMPS	GMPS	5658.24309094056	0.00440384760616834	0.0797957195019362	0.0551890205847631	0.955987875909456	0.99414628797391	ENSG00000163655	protein_coding	chr3	155870536	155944026	chr3:155870536	GMPS	protein_coding	chr3	155870650	155944020	chr3:155870650	ENSG00000163655
GNA11	GNA11	8518.40361046335	-0.065114558682536	0.095086174984149	-0.68479522594521	0.493473148351061	0.894485789991348	ENSG00000088256	protein_coding	chr19	3094410	3124004	chr19:3094410	GNA11	protein_coding	chr19	3094362	3123999	chr19:3094362	ENSG00000088256
GNA12	GNA12	7544.13785412039	-0.0203428203264931	0.0466485828126357	-0.43608656683527	0.662773923071853	0.944797751994687	ENSG00000146535	protein_coding	chr7	2728112	2844324	chr7:2728112	GNA12	protein_coding	chr7	2728105	2844308	chr7:2728105	ENSG00000146535
GNA13	GNA13	5026.54494876885	0.0371072947273236	0.0510414634554386	0.727002954367088	0.467224145925291	0.886068181959144	ENSG00000120063	protein_coding	chr17	65010715	65056839	chr17:65010715	GNA13	protein_coding	chr17	65009289	65056740	chr17:65009289	ENSG00000120063
GNAI1	GNAI1	2658.24957963018	-0.195466220173366	0.0579041460351879	-3.37568608739317	0.000736318788137263	0.0889179377159686	ENSG00000127955	protein_coding	chr7	80133955	80219402	chr7:80133955	GNAI1	protein_coding	chr7	79768028	80226181	chr7:79768028	ENSG00000127955
GNAI2	GNAI2	31581.3167888948	-0.00511306320981038	0.0671876417370379	-0.0761012453722088	0.939338549352385	0.991823131932378	ENSG00000114353	protein_coding	chr3	50226292	50259355	chr3:50226292	GNAI2	protein_coding	chr3	50226292	50259362	chr3:50226292	ENSG00000114353
GNAI3	GNAI3	12428.5974743524	-0.00768726145558433	0.0531477114665419	-0.144639557254007	0.884995463450938	0.983203961235013	ENSG00000065135	protein_coding	chr1	109548611	109618321	chr1:109548611	GNAI3	protein_coding	chr1	109548615	109600195	chr1:109548615	ENSG00000065135
GNAQ	GNAQ	6680.08507016385	0.0613436728777542	0.0514575470042116	1.19212198111063	0.233213419235251	0.774655197327898	ENSG00000156052	protein_coding	chr9	77716087	78031458	chr9:77716087	GNAQ	protein_coding	chr9	77716097	78031811	chr9:77716097	ENSG00000156052
GNAS	GNAS	62958.8138267244	-0.0164123504235869	0.0604737002419274	-0.27139649728607	0.786086095748607	0.970314606258113	ENSG00000087460	protein_coding	chr20	58839718	58911192	chr20:58839718	GNAS	protein_coding	chr20	58839718	58911192	chr20:58839718	ENSG00000087460
GNB1	GNB1	35178.3888810575	-0.0203944330835532	0.0481257970313781	-0.423773409305949	0.671731072291827	0.947636756148748	ENSG00000078369	protein_coding	chr1	1785285	1891117	chr1:1785285	GNB1	protein_coding	chr1	1785285	1891117	chr1:1785285	ENSG00000078369
GNB1L	GNB1L	313.236637609477	-0.177398806485082	0.17316174541464	-1.02446880551068	0.305613897586307	0.822775007891462	ENSG00000185838	protein_coding	chr22	19783224	19854939	chr22:19783224	GNB1L	protein_coding	chr22	19783223	19854939	chr22:19783223	ENSG00000185838
GNB2	GNB2	13365.4606798057	-0.136661679670851	0.0633929836332513	-2.15578557496966	0.0311004123706587	0.454244720542593	ENSG00000172354	protein_coding	chr7	100673531	100679174	chr7:100673531	GNB2	protein_coding	chr7	100673567	100679174	chr7:100673567	ENSG00000172354
GNB2L1	GNB2L1	51828.3447285547	-0.00154415991785839	0.0688297025995471	-0.0224344993445976	0.982101360773885	0.997797019495357	ENSG00000204628	protein_coding	chr5	181236909	181248096	chr5:181236909	RACK1	protein_coding	chr5	181236897	181248096	chr5:181236897	ENSG00000204628
GNB3	GNB3	159.936305757046	-0.0875531925060474	0.14488428187134	-0.604297383920474	0.545645945322992	0.912832513497062	ENSG00000111664	protein_coding	chr12	6839954	6847393	chr12:6839954	GNB3	protein_coding	chr12	6839954	6847393	chr12:6839954	ENSG00000111664
GNB4	GNB4	10409.9963537301	-0.0877444416309484	0.0727571851964813	-1.20599005299606	0.227821325808379	0.770007707660711	ENSG00000114450	protein_coding	chr3	179396089	179451590	chr3:179396089	GNB4	protein_coding	chr3	179396088	179451476	chr3:179396088	ENSG00000114450
GNB5	GNB5	1757.73702286664	0.0455542975432596	0.0790047020339338	0.576602358726615	0.564208105441815	0.917909926541294	ENSG00000069966	protein_coding	chr15	52115105	52191369	chr15:52115105	GNB5	protein_coding	chr15	52115100	52191392	chr15:52115100	ENSG00000069966
GNE	GNE	2542.57386216623	-0.0401759506544719	0.0310153517678995	-1.29535692373006	0.195197130699832	0.746179727957585	ENSG00000159921	protein_coding	chr9	36214441	36277056	chr9:36214441	GNE	protein_coding	chr9	36214441	36277042	chr9:36214441	ENSG00000159921
GNG10	GNG10	4441.48865850864	0.0707547710896733	0.0416033942986257	1.70069707730579	0.0889998842321163	0.617076891274604	ENSG00000242616	protein_coding	chr9	111661335	111670246	chr9:111661335	GNG10	protein_coding	chr9	111661605	111670226	chr9:111661605	ENSG00000242616
GNG11	GNG11	4862.10994080345	-0.113303507376931	0.107227639243014	-1.05666326496424	0.290665296013336	0.811599910744892	ENSG00000127920	protein_coding	chr7	93921699	93928610	chr7:93921699	GNG11	protein_coding	chr7	93921735	93928610	chr7:93921735	ENSG00000127920
GNG12	GNG12	34433.2562381191	-0.00468984999475562	0.0615979838833134	-0.0761364203679088	0.93931056495581	0.991823131932378	ENSG00000172380	protein_coding	chr1	67701466	67833467	chr1:67701466	GNG12	protein_coding	chr1	67701475	67833467	chr1:67701475	ENSG00000172380
GNG2	GNG2	5334.34014069969	0.205850634596427	0.212491531194607	0.968747476377785	0.332671198423818	0.837067708756767	ENSG00000186469	protein_coding	chr14	51826195	51979342	chr14:51826195	GNG2	protein_coding	chr14	51826195	51979342	chr14:51826195	ENSG00000186469
GNG5	GNG5	3888.71230410462	-0.0506428174766744	0.0672028650571223	-0.7535812265389	0.451100720642589	0.882220676286791	ENSG00000174021	protein_coding	chr1	84498325	84506565	chr1:84498325	GNG5	protein_coding	chr1	84498323	84506581	chr1:84498323	ENSG00000174021
GNG8	GNG8	5.97480396774876	-0.242800109022482	0.342475264571501	-0.70895662881309	0.478351391709118	0.890417595145638	ENSG00000167414	protein_coding	chr19	46634076	46634685	chr19:46634076	GNG8	protein_coding	chr19	46633953	46636541	chr19:46633953	ENSG00000167414
GNL1	GNL1	4038.38567172858	-0.0365134562237896	0.044575461847165	-0.819138034934614	0.412707663575891	0.872758022443527	ENSG00000204590	protein_coding	chr6	30541377	30557174	chr6:30541377	GNL1	protein_coding	chr6	30541381	30556489	chr6:30541381	ENSG00000204590
GNL2	GNL2	4559.61200370689	-0.116540445195284	0.0653304638219225	-1.78386067352819	0.0744463075722711	0.592020630275537	ENSG00000134697	protein_coding	chr1	37566816	37595935	chr1:37566816	GNL2	protein_coding	chr1	37566816	37595937	chr1:37566816	ENSG00000134697
GNL3	GNL3	5739.83620379015	-0.0447611715935017	0.0605221255004495	-0.73958360225087	0.459552694482809	0.884155554007761	ENSG00000163938	protein_coding	chr3	52681156	52694492	chr3:52681156	GNL3	protein_coding	chr3	52681156	52694497	chr3:52681156	ENSG00000163938
GNL3L	GNL3L	808.695636623463	-0.0410847010065781	0.0702055546032186	-0.585205846443018	0.558409314223443	0.915951797949776	ENSG00000130119	protein_coding	chrX	54530211	54561071	chrX:54530211	GNL3L	protein_coding	chrX	54530183	54621521	chrX:54530183	ENSG00000130119
GNPAT	GNPAT	3810.74357509284	-0.0109715772683315	0.0472212446980119	-0.232344092971217	0.816270768064751	0.973737149704057	ENSG00000116906	protein_coding	chr1	231241207	231277973	chr1:231241207	GNPAT	protein_coding	chr1	231241207	231277973	chr1:231241207	ENSG00000116906
GNPDA1	GNPDA1	2029.14222948574	-0.153306146044785	0.0521508468959146	-2.93966742957716	0.0032856470056765	0.196143169732809	ENSG00000113552	protein_coding	chr5	141991749	142013041	chr5:141991749	GNPDA1	protein_coding	chr5	141991749	142013041	chr5:141991749	ENSG00000113552
GNPDA2	GNPDA2	1803.43617421669	-0.0259629810679652	0.0417029188259178	-0.62256987757484	0.533567211017309	0.908233802770989	ENSG00000163281	protein_coding	chr4	44682200	44726595	chr4:44682200	GNPDA2	protein_coding	chr4	44682200	44726588	chr4:44682200	ENSG00000163281
GNPNAT1	GNPNAT1	5370.59028596855	-0.0352228388746129	0.0657138484904892	-0.536003288252258	0.591956277868139	0.924994569042679	ENSG00000100522	protein_coding	chr14	52775194	52791668	chr14:52775194	GNPNAT1	protein_coding	chr14	52775193	52791668	chr14:52775193	ENSG00000100522
GNPTAB	GNPTAB	4394.65604970915	-0.0404705391064071	0.0572612452824266	-0.706770153299957	0.479709325333503	0.890551435798117	ENSG00000111670	protein_coding	chr12	101745497	101830938	chr12:101745497	GNPTAB	protein_coding	chr12	101745499	101830959	chr12:101745499	ENSG00000111670
GNPTG	GNPTG	2076.6969985839	-0.0176585369988911	0.0939987486286516	-0.187859277453282	0.850986966197965	0.978888248525232	ENSG00000090581	protein_coding	chr16	1351923	1364113	chr16:1351923	GNPTG	protein_coding	chr16	1351931	1365737	chr16:1351931	ENSG00000090581
GNS	GNS	18707.8235153302	0.00530990516982184	0.0725582379599876	0.0731812860829118	0.941661857995462	0.991939961863874	ENSG00000135677	protein_coding	chr12	64713445	64759447	chr12:64713445	GNS	protein_coding	chr12	64713445	64759431	chr12:64713445	ENSG00000135677
GOLGA1	GOLGA1	2068.82250757174	-0.034549432496208	0.0357752308685657	-0.965736115670052	0.334176242698255	0.837637292687159	ENSG00000136935	protein_coding	chr9	124878357	124948492	chr9:124878357	GOLGA1	protein_coding	chr9	124878275	124948492	chr9:124878275	ENSG00000136935
GOLGA2	GOLGA2	8633.82321916899	-0.0447434833810485	0.0619327807330806	-0.722452356432775	0.470016407279952	0.887840632487012	ENSG00000167110	protein_coding	chr9	128255829	128275995	chr9:128255829	GOLGA2	protein_coding	chr9	128255829	128276026	chr9:128255829	ENSG00000167110
GOLGA3	GOLGA3	8147.59881998142	-0.0143297653892766	0.0911396851425633	-0.157228603180509	0.875064686568012	0.981823247565481	ENSG00000090615	protein_coding	chr12	132768909	132828858	chr12:132768909	GOLGA3	protein_coding	chr12	132768902	132829143	chr12:132768902	ENSG00000090615
GOLGA4	GOLGA4	9772.67223101011	0.0543518943193925	0.0841539179963102	0.645862909458067	0.51836814208072	0.903223304689258	ENSG00000144674	protein_coding	chr3	37243177	37366751	chr3:37243177	GOLGA4	protein_coding	chr3	37243191	37366879	chr3:37243191	ENSG00000144674
GOLGA5	GOLGA5	6008.08229181885	-0.0275624939112793	0.0591787788739695	-0.465749622343136	0.641394728669221	0.938609402386158	ENSG00000066455	protein_coding	chr14	92794231	92839963	chr14:92794231	GOLGA5	protein_coding	chr14	92794305	92839947	chr14:92794305	ENSG00000066455
GOLGA6L4	GOLGA6L4	206.621539706293	0.0799974389423739	0.17970951715316	0.445148594296176	0.656212373171154	0.942976530742394	ENSG00000184206	protein_coding	chr15	84235773	84245368	chr15:84235773	GOLGA6L4	protein_coding	chr15	84235773	84245358	chr15:84235773	ENSG00000184206
GOLGA7	GOLGA7	4255.68584034337	-0.0106894409828231	0.0524805686859731	-0.203683787170549	0.838600612567649	0.97786787040422	ENSG00000147533	protein_coding	chr8	41490396	41510980	chr8:41490396	GOLGA7	protein_coding	chr8	41488200	41511095	chr8:41488200	ENSG00000147533
GOLGA8A	GOLGA8A	521.045877705141	0.208491660201118	0.214042124839721	0.974068353868386	0.330022601217658	0.835764555511077	ENSG00000175265	protein_coding	chr15	34379068	34437466	chr15:34379068	GOLGA8A	protein_coding	chr15	34378935	34437808	chr15:34378935	ENSG00000175265
GOLGA8B	GOLGA8B	273.488694950159	0.0318874498235769	0.16294723144956	0.195691878529692	0.844851341504628	0.978366544563189	ENSG00000215252	protein_coding	chr15	34525207	34588503	chr15:34525207	GOLGA8B	protein_coding	chr15	34525095	34588503	chr15:34525095	ENSG00000215252
GOLGA8N	GOLGA8N	230.186768131652	0.201887420306932	0.192069950908307	1.05111403086322	0.293206220705179	0.812808077902186	ENSG00000232653	protein_coding	chr15	32593456	32607310	chr15:32593456	GOLGA8N	protein_coding	chr15	32593456	32607310	chr15:32593456	ENSG00000232653
GOLGB1	GOLGB1	7145.28479433381	0.0935267782241453	0.11398370618822	0.820527611812388	0.411915395141152	0.872410766378331	ENSG00000173230	protein_coding	chr3	121663199	121749767	chr3:121663199	GOLGB1	protein_coding	chr3	121663199	121749966	chr3:121663199	ENSG00000173230
GOLIM4	GOLIM4	9648.98554800351	0.0835922775456779	0.0702447247716989	1.19001501988028	0.234040488670245	0.775400784691014	ENSG00000173905	protein_coding	chr3	168008677	168095975	chr3:168008677	GOLIM4	protein_coding	chr3	168008689	168095924	chr3:168008689	ENSG00000173905
GOLM1	GOLM1	8116.06412316826	0.123510343225668	0.0590525398505704	2.09153312521705	0.0364803002248064	0.478012197112841	ENSG00000135052	protein_coding	chr9	86026146	86100173	chr9:86026146	GOLM1	protein_coding	chr9	86026146	86100173	chr9:86026146	ENSG00000135052
GOLPH3	GOLPH3	9098.10772325088	-0.0281578022594801	0.0409445002854125	-0.687706579960679	0.491637575560973	0.894012716110363	ENSG00000113384	protein_coding	chr5	32124704	32174350	chr5:32124704	GOLPH3	protein_coding	chr5	32124716	32174319	chr5:32124716	ENSG00000113384
GOLPH3L	GOLPH3L	1785.51264909178	-0.0319512617215417	0.054406668146896	-0.587267384859416	0.55702414217514	0.91562092172764	ENSG00000143457	protein_coding	chr1	150646225	150697144	chr1:150646225	GOLPH3L	protein_coding	chr1	150646230	150697154	chr1:150646230	ENSG00000143457
GOLT1B	GOLT1B	7176.27671019829	-0.0564961796308624	0.0745300987868995	-0.758031728797239	0.44843198842569	0.882220676286791	ENSG00000111711	protein_coding	chr12	21501781	21518408	chr12:21501781	GOLT1B	protein_coding	chr12	21501781	21518408	chr12:21501781	ENSG00000111711
