Row.names	SRR5931679	SRR5931680	SRR5931681	median_TPM	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
CREB3	18.635302	19.036111	19.297305	19.036111	ENSG00000107175	protein_coding	chr9	35732320	35737007	chr9:35732320	CREB3	protein_coding	chr9	35732598	35736999	chr9:35732598	ENSG00000107175
CREB3L2	20.731026	21.9634363	24.97482	21.9634363	ENSG00000182158	protein_coding	chr7	137874979	138002067	chr7:137874979	CREB3L2	protein_coding	chr7	137874979	138002086	chr7:137874979	ENSG00000182158
CREB3L4	77.81083	84.41788	84.84128	84.41788	ENSG00000143578	protein_coding	chr1	153967534	153974363	chr1:153967534	CREB3L4	protein_coding	chr1	153967534	153974361	chr1:153967534	ENSG00000143578
CREBBP	10.48723	12.4123	13.158	12.4123	ENSG00000005339	protein_coding	chr16	3725054	3880726	chr16:3725054	CREBBP	protein_coding	chr16	3725054	3880713	chr16:3725054	ENSG00000005339
CREBL2	32.8322	36.9897	37.1756	36.9897	ENSG00000111269	protein_coding	chr12	12611827	12645108	chr12:12611827	CREBL2	protein_coding	chr12	12611827	12645108	chr12:12611827	ENSG00000111269
CREBRF	2.1443973	2.2627637	2.066653	2.1443973	ENSG00000164463	protein_coding	chr5	173056352	173139284	chr5:173056352	CREBRF	protein_coding	chr5	173056352	173139284	chr5:173056352	ENSG00000164463
CREBZF	44.28222	49.6973	47.96392	47.96392	ENSG00000137504	protein_coding	chr11	85659708	85682908	chr11:85659708	CREBZF	protein_coding	chr11	85657742	85682908	chr11:85657742	ENSG00000137504
CREG1	76.172	81.0255	80.9802	80.9802	ENSG00000143162	protein_coding	chr1	167529677	167553767	chr1:167529677	CREG1	protein_coding	chr1	167529117	167553805	chr1:167529117	ENSG00000143162
CRELD1	15.83548	17.21288	17.55586	17.21288	ENSG00000163703	protein_coding	chr3	9933822	9945413	chr3:9933822	CRELD1	protein_coding	chr3	9933793	9945413	chr3:9933793	ENSG00000163703
CRELD2	100.272812	106.7204734	106.619656	106.619656	ENSG00000184164	protein_coding	chr22	49918167	49927540	chr22:49918167	CRELD2	protein_coding	chr22	49918167	49927540	chr22:49918167	ENSG00000184164
CREM	13.8020442300723	14.7970572874345	15.0468364	14.7970572874345	ENSG00000095794	protein_coding	chr10	35126791	35212958	chr10:35126791	CREM	protein_coding	chr10	35126791	35212958	chr10:35126791	ENSG00000095794
CRIM1	1.04268	1.45384	1.48862	1.45384	ENSG00000150938	protein_coding	chr2	36355926	36551135	chr2:36355926	CRIM1	protein_coding	chr2	36355778	36551135	chr2:36355778	ENSG00000150938
CRIP1	1.614481	1.181292	0.600163	1.181292	ENSG00000213145	protein_coding	chr14	105486317	105488947	chr14:105486317	CRIP1	protein_coding	chr14	105486317	105488947	chr14:105486317	ENSG00000213145
CRIP2	9.386042	10.437535	10.70526	10.437535	ENSG00000182809	protein_coding	chr14	105472962	105480170	chr14:105472962	CRIP2	protein_coding	chr14	105472962	105480162	chr14:105472962	ENSG00000182809
CRIPT	6.50737	6.99341	6.07817	6.50737	ENSG00000119878	protein_coding	chr2	46616416	46625742	chr2:46616416	CRIPT	protein_coding	chr2	46616416	46630176	chr2:46616416	ENSG00000119878
CRISP3	6.006047	7.020897	5.804716	6.006047	ENSG00000096006	protein_coding	chr6	49727384	49744437	chr6:49727384	CRISP3	protein_coding	chr6	49727376	49744437	chr6:49727376	ENSG00000096006
CRK	39.7704	42.7766536	43.8131	42.7766536	ENSG00000167193	protein_coding	chr17	1420689	1463162	chr17:1420689	CRK	protein_coding	chr17	1420689	1463162	chr17:1420689	ENSG00000167193
CRKL	26.4462	28.1068	28.1956	28.1068	ENSG00000099942	protein_coding	chr22	20917426	20953749	chr22:20917426	CRKL	protein_coding	chr22	20917407	20953747	chr22:20917407	ENSG00000099942
CRLF3	16.9297	18.1738	19.6801	18.1738	ENSG00000176390	protein_coding	chr17	30769388	30824776	chr17:30769388	CRLF3	protein_coding	chr17	30769388	30824692	chr17:30769388	ENSG00000176390
CRLS1	47.498908	46.67842	47.06051	47.06051	ENSG00000088766	protein_coding	chr20	6006090	6040053	chr20:6006090	CRLS1	protein_coding	chr20	6006093	6040053	chr20:6006093	ENSG00000088766
CRMP1	2.59926	2.55784	2.4398300766071	2.55784	ENSG00000072832	protein_coding	chr4	5748084	5893058	chr4:5748084	CRMP1	protein_coding	chr4	5748084	5893086	chr4:5748084	ENSG00000072832
CRNDE	24.42396	26.28126	23.45296	24.42396	ENSG00000245694	lincRNA	chr16	54918863	54929189	chr16:54918863	CRNDE	lncRNA	chr16	54845189	54929189	chr16:54845189	ENSG00000245694
CRNKL1	23.5518856227	27.0972088	25.440889101359	25.440889101359	ENSG00000101343	protein_coding	chr20	20034368	20056046	chr20:20034368	CRNKL1	protein_coding	chr20	20034368	20056046	chr20:20034368	ENSG00000101343
CROCC	1.50184	1.80343	1.68155	1.68155	ENSG00000058453	protein_coding	chr1	16740273	16972979	chr1:16740273	CROCC	protein_coding	chr1	16740273	16972964	chr1:16740273	ENSG00000058453
CROT	60.00357	62.06785	65.58336	62.06785	ENSG00000005469	protein_coding	chr7	87345681	87399795	chr7:87345681	CROT	protein_coding	chr7	87345664	87399794	chr7:87345664	ENSG00000005469
CRTAP	30.55015	33.4786	34.4155	33.4786	ENSG00000170275	protein_coding	chr3	33113979	33147773	chr3:33113979	CRTAP	protein_coding	chr3	33114014	33147773	chr3:33114014	ENSG00000170275
CRTC1	8.02823	8.7581241	9.041439	8.7581241	ENSG00000105662	protein_coding	chr19	18683677	18782333	chr19:18683677	CRTC1	protein_coding	chr19	18683678	18782333	chr19:18683678	ENSG00000105662
CRTC2	7.76817	7.73302	8.52383	7.76817	ENSG00000160741	protein_coding	chr1	153947669	153958625	chr1:153947669	CRTC2	protein_coding	chr1	153947669	153958615	chr1:153947669	ENSG00000160741
CRTC3	4.443926	4.831672	5.267486	4.831672	ENSG00000140577	protein_coding	chr15	90529925	90645345	chr15:90529925	CRTC3	protein_coding	chr15	90529923	90645345	chr15:90529923	ENSG00000140577
CRTC3-AS1	1.655293	2.289138	2.388423	2.289138	ENSG00000259736	antisense	chr15	90620007	90717141	chr15:90620007	CRTC3-AS1	lncRNA	chr15	90620007	90717141	chr15:90620007	ENSG00000259736
CRY1	9.25271	9.64106	10.3303	9.64106	ENSG00000008405	protein_coding	chr12	106991364	107093829	chr12:106991364	CRY1	protein_coding	chr12	106991364	107093549	chr12:106991364	ENSG00000008405
CRY2	3.65117	4.009968	4.1241057	4.009968	ENSG00000121671	protein_coding	chr11	45847118	45883248	chr11:45847118	CRY2	protein_coding	chr11	45847118	45883248	chr11:45847118	ENSG00000121671
CRYAB	1.016476	1.069145	0.7733643	1.016476	ENSG00000109846	protein_coding	chr11	111908565	111923722	chr11:111908565	CRYAB	protein_coding	chr11	111908564	111923722	chr11:111908564	ENSG00000109846
CRYBB3	1.410058	1.388559	1.851322	1.410058	ENSG00000100053	protein_coding	chr22	25199850	25207363	chr22:25199850	CRYBB3	protein_coding	chr22	25199858	25207359	chr22:25199858	ENSG00000100053
CRYBG3	4.25063	5.18495	5.18327	5.18327	ENSG00000080200	protein_coding	chr3	97822040	97944963	chr3:97822040	CRYBG3	protein_coding	chr3	97822011	97944984	chr3:97822011	ENSG00000080200
CRYGS	2.377431	3.548811	3.68439	3.548811	ENSG00000213139	protein_coding	chr3	186538441	186546702	chr3:186538441	CRYGS	protein_coding	chr3	186538441	186546702	chr3:186538441	ENSG00000213139
CRYL1	27.717	28.198628	26.572604	27.717	ENSG00000165475	protein_coding	chr13	20403667	20525857	chr13:20403667	CRYL1	protein_coding	chr13	20403666	20525873	chr13:20403666	ENSG00000165475
CRYZ	20.67253	23.500456	23.54264	23.500456	ENSG00000116791	protein_coding	chr1	74705482	74733408	chr1:74705482	CRYZ	protein_coding	chr1	74705482	74733408	chr1:74705482	ENSG00000116791
CRYZL1	15.861494	17.736865	18.017243	17.736865	ENSG00000205758	protein_coding	chr21	33589341	33643926	chr21:33589341	CRYZL1	protein_coding	chr21	33589341	33643926	chr21:33589341	ENSG00000205758
CS	200.50175	210.65497	217.55975	210.65497	ENSG00000062485	protein_coding	chr12	56271699	56300392	chr12:56271699	CS	protein_coding	chr12	56271699	56300391	chr12:56271699	ENSG00000062485
CSAD	12.080648	13.306462	12.707009	12.707009	ENSG00000139631	protein_coding	chr12	53157663	53180909	chr12:53157663	CSAD	protein_coding	chr12	53157663	53180925	chr12:53157663	ENSG00000139631
CSAG1	52.892872	59.75589	62.214367	59.75589	ENSG00000198930	protein_coding	chrX	152727484	152733735	chrX:152727484	CSAG1	protein_coding	chrX	152727484	152733735	chrX:152727484	ENSG00000198930
CSAG2	12.2122	14.487465	8.861286	12.2122	ENSG00000268902	transcribed_unprocessed_pseudogene	chrX	152708261	152714549	chrX:152708261	CSAG2	protein_coding	chrX	152708261	152714549	chrX:152708261	ENSG00000268902
CSAG3	64.0056	67.061	67.8791	67.061	ENSG00000268916	transcribed_processed_pseudogene	chrX	152753921	152760222	chrX:152753921	CSAG3	protein_coding	chrX	152753921	152760222	chrX:152753921	ENSG00000268916
CSDE1	338.56274	374.181252	385.04013	374.181252	ENSG00000009307	protein_coding	chr1	114716913	114758676	chr1:114716913	CSDE1	protein_coding	chr1	114716913	114758676	chr1:114716913	ENSG00000009307
CSE1L	173.25496	190.83028	190.94448	190.83028	ENSG00000124207	protein_coding	chr20	49046246	49096960	chr20:49046246	CSE1L	protein_coding	chr20	49046246	49096960	chr20:49046246	ENSG00000124207
CSE1L-AS1	0.690122	1.14124	1.243	1.14124	ENSG00000227431	antisense	chr20	49040463	49046044	chr20:49040463	CSE1L-DT	lncRNA	chr20	49040463	49046168	chr20:49040463	ENSG00000227431
CSGALNACT1	6.39424	6.856053	7.290054	6.856053	ENSG00000147408	protein_coding	chr8	19404161	19758029	chr8:19404161	CSGALNACT1	protein_coding	chr8	19404161	19758029	chr8:19404161	ENSG00000147408
CSGALNACT2	13.1051	14.5344	13.7597	13.7597	ENSG00000169826	protein_coding	chr10	43138486	43185308	chr10:43138486	CSGALNACT2	protein_coding	chr10	43138445	43185302	chr10:43138445	ENSG00000169826
CSK	33.882505	37.000081	36.67126	36.67126	ENSG00000103653	protein_coding	chr15	74782057	74803198	chr15:74782057	CSK	protein_coding	chr15	74782080	74803197	chr15:74782080	ENSG00000103653
CSMD1	1.51999000440302	1.6684498	1.66501	1.66501	ENSG00000183117	protein_coding	chr8	2935353	4994972	chr8:2935353	CSMD1	protein_coding	chr8	2935353	4994972	chr8:2935353	ENSG00000183117
CSNK1A1	211.199799	233.37824	235.3861	233.37824	ENSG00000113712	protein_coding	chr5	149492197	149551552	chr5:149492197	CSNK1A1	protein_coding	chr5	149492982	149551471	chr5:149492982	ENSG00000113712
CSNK1D	67.980108	73.681252	76.80998	73.681252	ENSG00000141551	protein_coding	chr17	82239023	82273731	chr17:82239023	CSNK1D	protein_coding	chr17	82239023	82273700	chr17:82239023	ENSG00000141551
CSNK1E	77.572923	84.36095	86.16565	84.36095	ENSG00000213923	protein_coding	chr22	38290691	38398522	chr22:38290691	CSNK1E	protein_coding	chr22	38290691	38318084	chr22:38290691	ENSG00000213923
CSNK1G1	8.00670395	8.412680932	8.775838	8.412680932	ENSG00000169118	protein_coding	chr15	64165517	64356259	chr15:64165517	CSNK1G1	protein_coding	chr15	64165525	64356173	chr15:64165525	ENSG00000169118
CSNK1G2	32.6543	35.2471	34.816	34.816	ENSG00000133275	protein_coding	chr19	1941149	1981338	chr19:1941149	CSNK1G2	protein_coding	chr19	1941172	1981338	chr19:1941172	ENSG00000133275
CSNK1G3	24.53645	28.790087	30.257937	28.790087	ENSG00000151292	protein_coding	chr5	123512099	123617045	chr5:123512099	CSNK1G3	protein_coding	chr5	123512177	123617049	chr5:123512177	ENSG00000151292
CSNK2A1	77.50656	81.91372	81.75475	81.75475	ENSG00000101266	protein_coding	chr20	473591	543821	chr20:473591	CSNK2A1	protein_coding	chr20	472498	543835	chr20:472498	ENSG00000101266
CSNK2A2	19.1369	19.724	20.9709	19.724	ENSG00000070770	protein_coding	chr16	58157907	58197920	chr16:58157907	CSNK2A2	protein_coding	chr16	58157907	58198106	chr16:58157907	ENSG00000070770
CSNK2B	151.654017	153.132732	173.94314	153.132732	ENSG00000204435	protein_coding	chr6	31665236	31670343	chr6:31665236	CSNK2B	protein_coding	chr6	31665227	31670343	chr6:31665227	ENSG00000204435
CSPG5	5.89897	6.169912	6.423716	6.169912	ENSG00000114646	protein_coding	chr3	47562239	47580792	chr3:47562239	CSPG5	protein_coding	chr3	47562238	47580792	chr3:47562238	ENSG00000114646
CSPP1	7.427663	8.251352	8.2500081	8.2500081	ENSG00000104218	protein_coding	chr8	67062426	67196263	chr8:67062426	CSPP1	protein_coding	chr8	67062417	67196778	chr8:67062417	ENSG00000104218
CSRNP1	3.999594	3.7623	3.85762	3.85762	ENSG00000144655	protein_coding	chr3	39141855	39154562	chr3:39141855	CSRNP1	protein_coding	chr3	39141855	39154562	chr3:39141855	ENSG00000144655
CSRNP2	7.06303	8.00044	7.85031	7.85031	ENSG00000110925	protein_coding	chr12	51061205	51083664	chr12:51061205	CSRNP2	protein_coding	chr12	51061205	51083664	chr12:51061205	ENSG00000110925
CSRP1	60.41820915273	62.0608	63.621141	62.0608	ENSG00000159176	protein_coding	chr1	201483530	201509456	chr1:201483530	CSRP1	protein_coding	chr1	201483530	201509456	chr1:201483530	ENSG00000159176
CSRP2BP	4.8623	5.28988	5.23079	5.23079	ENSG00000149474	protein_coding	chr20	18138118	18188387	chr20:18138118	KAT14	protein_coding	chr20	18137228	18188387	chr20:18137228	ENSG00000149474
CST3	56.865331	57.446531	64.839535	57.446531	ENSG00000101439	protein_coding	chr20	23626706	23638473	chr20:23626706	CST3	protein_coding	chr20	23626706	23638473	chr20:23626706	ENSG00000101439
CSTA	22.872078	24.389348	24.3136	24.3136	ENSG00000121552	protein_coding	chr3	122325244	122341972	chr3:122325244	CSTA	protein_coding	chr3	122325248	122341969	chr3:122325248	ENSG00000121552
CSTB	41.5141	46.9954	45.5266	45.5266	ENSG00000160213	protein_coding	chr21	43772512	43776445	chr21:43772512	CSTB	protein_coding	chr21	43772511	43776330	chr21:43772511	ENSG00000160213
CSTF1	16.7147	18.9837	18.4849	18.4849	ENSG00000101138	protein_coding	chr20	56392371	56406369	chr20:56392371	CSTF1	protein_coding	chr20	56392371	56406362	chr20:56392371	ENSG00000101138
CSTF2	21.6473	24.365	24.39674	24.365	ENSG00000101811	protein_coding	chrX	100820359	100840932	chrX:100820359	CSTF2	protein_coding	chrX	100820359	100841520	chrX:100820359	ENSG00000101811
CSTF2T	15.9267	17.6675	18.7079	17.6675	ENSG00000177613	protein_coding	chr10	51695487	51699591	chr10:51695487	CSTF2T	protein_coding	chr10	51695486	51699595	chr10:51695486	ENSG00000177613
CSTF3	61.81926	72.62154	72.31132	72.31132	ENSG00000176102	protein_coding	chr11	33077188	33162371	chr11:33077188	CSTF3	protein_coding	chr11	33077188	33162371	chr11:33077188	ENSG00000176102
CT45A1	1.14805	1.9733857	0.835284	1.14805	ENSG00000268940	protein_coding	chrX	135713453	135723539	chrX:135713453	CT45A1	protein_coding	chrX	135713639	135723539	chrX:135713639	ENSG00000268940
CT45A10	12.69147	13.01293	14.20739	13.01293	ENSG00000269586	protein_coding	chrX	135881063	135889086	chrX:135881063	CT45A10	protein_coding	chrX	135881063	135893444	chrX:135881063	ENSG00000269586
CT45A5	1.76268	2.01997	2.26344	2.01997	ENSG00000228836	protein_coding	chrX	135777130	135785298	chrX:135777130	CT45A5	protein_coding	chrX	135775852	135785503	chrX:135775852	ENSG00000228836
CTA-221G9.12	5.2702	6.40509	7.22688	6.40509	ENSG00000203280	antisense	chr22	25102433	25112692	chr22:25102433	KIAA1671-AS1	lncRNA	chr22	25102433	25112692	chr22:25102433	ENSG00000203280
CTA-29F11.1	7.39335	8.70162	8.61927	8.61927	ENSG00000260708	antisense	chr22	46761894	46762563	chr22:46761894	TBC1D22A-DT	lncRNA	chr22	46761893	46762564	chr22:46761893	ENSG00000260708
CTA-342B11.2	1.49857	0.773147	2.22614	1.49857	ENSG00000230866	lincRNA	chr22	31970823	31973475	chr22:31970823	LINC02558	lncRNA	chr22	31970823	32037995	chr22:31970823	ENSG00000230866
CTA-398F10.1	11.4632	11.1757	11.0048	11.1757	ENSG00000253505	lincRNA	chr8	8414690	8424632	chr8:8414690	LINC02949	lncRNA	chr8	8414204	8424648	chr8:8414204	ENSG00000253505
CTA-398F10.2	2.61783	5.2075	5.52438	5.2075	ENSG00000254153	lincRNA	chr8	8456909	8461337	chr8:8456909	LINC02950	lncRNA	chr8	8456715	8461337	chr8:8456715	ENSG00000254153
CTA-445C9.14	5.313416	5.786207	5.50344	5.50344	ENSG00000261188	antisense	chr22	26512537	26514568	chr22:26512537	TFIP11-DT	lncRNA	chr22	26512503	26514568	chr22:26512503	ENSG00000261188
CTAG2	8.46399	8.13913	9.20676	8.46399	ENSG00000126890	protein_coding	chrX	154651972	154653579	chrX:154651972	CTAG2	protein_coding	chrX	154651972	154653579	chrX:154651972	ENSG00000126890
CTAGE15	2.95021	3.38123	2.90978	2.95021	ENSG00000271079	protein_coding	chr7	143571801	143574387	chr7:143571801	CTAGE15	protein_coding	chr7	143571801	143574387	chr7:143571801	ENSG00000271079
CTAGE4	8.31335	10.7166	9.9962	9.9962	ENSG00000225932	protein_coding	chr7	144183466	144186053	chr7:144183466	CTAGE4	protein_coding	chr7	144183466	144186080	chr7:144183466	ENSG00000288784
CTAGE5	12.877586	14.541245813	14.499827	14.499827	ENSG00000150527	protein_coding	chr14	39265284	39388513	chr14:39265284	MIA2	protein_coding	chr14	39230231	39388513	chr14:39230231	ENSG00000150527
CTAGE8	6.76927	6.23796	8.56018	6.76927	ENSG00000244693	protein_coding	chr7	144266701	144269288	chr7:144266701	CTAGE8	protein_coding	chr7	144266674	144269288	chr7:144266674	ENSG00000289604
CTB-113P19.3	3.44539	2.08852	1.49137	2.08852	ENSG00000253921	antisense	chr5	151753992	151767247	chr5:151753992	ATOX1-AS1	lncRNA	chr5	151753992	151767247	chr5:151753992	ENSG00000253921
CTB-161M19.4	1.218052	2.059526	1.62537	1.62537	ENSG00000249494	antisense	chr5	119006347	119070890	chr5:119006347	DMXL1-DT	lncRNA	chr5	119006347	119070902	chr5:119006347	ENSG00000249494
CTB-178M22.2	2.50513	2.7248	2.15192	2.50513	ENSG00000253978	antisense	chr5	168229583	168232357	chr5:168229583	TENM2-AS1	lncRNA	chr5	168229583	168269415	chr5:168229583	ENSG00000253978
CTB-179K24.3	1.366636	2.035478	1.678525	1.678525	ENSG00000267348	antisense	chr19	45076510	45090391	chr19:45076510	GEMIN7-AS1	lncRNA	chr19	45076510	45092635	chr19:45076510	ENSG00000267348
CTB-50L17.10	31.01339	32.89897	33.58145	32.89897	ENSG00000167674	protein_coding	chr19	4472287	4502211	chr19:4472287	HDGFL2	protein_coding	chr19	4472297	4502208	chr19:4472297	ENSG00000167674
CTB-55O6.12	2.45889	2.63821	3.07923	2.63821	ENSG00000267169	antisense	chr19	14137179	14171267	chr19:14137179	ADGRL1-AS1	lncRNA	chr19	14137146	14171267	chr19:14137146	ENSG00000267169
CTBP1	54.36039	56.586	61.3664	56.586	ENSG00000159692	protein_coding	chr4	1211448	1249953	chr4:1211448	CTBP1	protein_coding	chr4	1211445	1250333	chr4:1211445	ENSG00000159692
CTBP1-AS	5.09642	5.57639	5.21702	5.21702	ENSG00000280927	antisense	chr4	1210120	1218591	chr4:1210120	CTBP1-AS	lncRNA	chr4	1210120	1218591	chr4:1210120	ENSG00000280927
CTBP1-AS2	18.51393	19.94719	21.297137	19.94719	ENSG00000196810	antisense	chr4	1249300	1288291	chr4:1249300	CTBP1-DT	lncRNA	chr4	1249300	1288291	chr4:1249300	ENSG00000196810
CTBP2	76.673863	84.327259	87.062191	84.327259	ENSG00000175029	protein_coding	chr10	124984317	125161170	chr10:124984317	CTBP2	protein_coding	chr10	124984317	125161170	chr10:124984317	ENSG00000175029
CTBS	8.20405	9.38474	9.59587	9.38474	ENSG00000117151	protein_coding	chr1	84549606	84574480	chr1:84549606	CTBS	protein_coding	chr1	84549611	84574480	chr1:84549611	ENSG00000117151
CTC-232P5.1	1.35071	1.09574	1.87078	1.35071	ENSG00000266983	antisense	chr19	5978403	6020363	chr19:5978403	RANBP3-DT	lncRNA	chr19	5978333	6020363	chr19:5978333	ENSG00000266983
CTC-241N9.1	2.10337	1.87744	1.29504	1.87744	ENSG00000245317	lincRNA	chr5	179859013	179861283	chr5:179859013	MRNIP-DT	lncRNA	chr5	179859013	179861283	chr5:179859013	ENSG00000245317
CTC-242N15.1	3.47891	3.70711	3.91347	3.70711	ENSG00000233828	lincRNA	chr5	87205408	87240145	chr5:87205408	MIR4280HG	lncRNA	chr5	87048858	87138397	chr5:87048858	ENSG00000233828
CTC-308K20.1	1.724351	1.894537	1.379226	1.724351	ENSG00000204758	antisense	chr5	172954786	172959392	chr5:172954786	RPL26L1-AS1	lncRNA	chr5	172954786	172959392	chr5:172954786	ENSG00000204758
CTC-329D1.2	3.67013	4.25372	6.03037	4.25372	ENSG00000249637	antisense	chr5	140370891	140401367	chr5:140370891	ANKHD1-DT	lncRNA	chr5	140370891	140401460	chr5:140370891	ENSG00000249637
