Gene	gene_id.107	gene_type.107	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	Balaton.consensus.calls	Carrel_hybrids	Carrel_SNPs	Cotton_AI	Cotton_DNAm	Balaton_only_methylation_data	num_inf_females	pct_females_escape	Cotton_XCI_status	Cotton_AR	Cotton_AR_SD	Cotton_p.val	Cotton_p.adj	Cotton_myCall	total_count	Tuk_Skew_AR	Tuk_skew_padj	Y014	Y035	Y117	Tuk_SC_inf_samples	Tuk_SC_sig_samples	Tuk_SC_pct_sig	Tuk_AR	Tuk_myCall	Garieri_XCI_status	num_inf_samples	num_sig_samples	pct_sig_samples	Garieri_AR	Garieri_myCall	Sauteraud_AR	Sauteraud_XCI.status	Sauteraud_AR_p.adj	Sauteraud_myCall	SanRoman_LCL_AR	SanRoman_LCL_padj	SanRoman_LCL_myCall	SanRoman_fib_AR	SanRoman_fib_padj	SanRoman_fib_myCall	Avg_AR	num_studies_XCI_calls	num_studies_Esc	pct_studies_Esc	num_studies_Subject	pct_studies_Subject	Final_XCI_Call	Diff_from_Balaton
GNL3L	ENSG00000130119	protein_coding	chrX	54530183	54621521	GNL3L	ENSG00000130119	protein_coding	Mostly S	0	NA	S	S or S+U and VE	FALSE	29	0	subject	0.00902068965517241	0.0200973235480027	0.36592528343829	0.423380955130222	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00902068965517241	1	0	0	1	1	Subject	FALSE
GPC3	ENSG00000147257	protein_coding	chrX	133535745	133987100	GPC3	ENSG00000147257	protein_coding	S	NA	NA	S	all F S or S+U	FALSE	26	0.115384615384615	subject	0.0578346153846154	0.16145079236054	0.231495806460247	0.398220556633354	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0578346153846154	1	0	0	1	1	Subject	FALSE
GPC4	ENSG00000076716	protein_coding	chrX	133300103	133415489	GPC4	ENSG00000076716	protein_coding	Mostly S	0.22	S	VE	all F S or S+U	FALSE	25	0.28	variable escape	0.097224	0.144561971370989	0.100528436041931	0.283804768417697	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.097224	1	0	0	1	1	Subject	FALSE
GPKOW	ENSG00000068394	protein_coding	chrX	49113407	49123735	GPKOW	ENSG00000068394	protein_coding	Mostly S	0	NA	S	S or S+U and VE and U	FALSE	14	0.0714285714285714	subject	0.0603428571428571	0.149173892922556	0.279415295503105	0.402629679283988	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0127667580454332	S	0.505865507512059	Subject	NA	NA	NA	NA	NA	NA	0.0365548075941452	2	0	0	2	1	Subject	FALSE
GPM6B	ENSG00000046653	protein_coding	chrX	13770939	13938638	GPM6B	ENSG00000046653	protein_coding	Mostly E	0.89	NA	VE	all F E or E+U	FALSE	44	0.454545454545455	variable escape	0.166588636363636	0.175824612950029	0.00420301111203064	0.0306322466747327	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166588636363636	1	1	1	0	0	Escape	FALSE
GPR101	ENSG00000165370	protein_coding	chrX	137023929	137033995	GPR101	ENSG00000165370	protein_coding	S	NA	NA	NA	all F S or S+U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
GPR119	ENSG00000147262	protein_coding	chrX	130379449	130385674	GPR119	ENSG00000147262	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
GPR143	ENSG00000101850	protein_coding	chrX	9725346	9786297	GPR143	ENSG00000101850	protein_coding	Mostly S	0.78	S	S	NA	FALSE	17	0.117647058823529	subject	0.0578647058823529	0.0552307878494467	0.155007488203991	0.345554392269446	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0578647058823529	1	0	0	1	1	Subject	FALSE
GPR173	ENSG00000184194	protein_coding	chrX	53048789	53080615	GPR173	ENSG00000184194	protein_coding	Mostly S	0	NA	VE	NA	FALSE	27	0.666666666666667	variable escape	0.2057	0.150874468962165	0.00296392665344764	0.0232081049279391	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	3	1	0.333333333333333	0.0621995619799458	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.133949780989973	2	2	1	0	0	Escape	TRUE
GPR174	ENSG00000147138	protein_coding	chrX	79144688	79175318	GPR174	ENSG00000147138	protein_coding	VE	NA	NA	VE	NA	FALSE	29	0.413793103448276	variable escape	0.148606896551724	0.140957609967968	0.0165222973730583	0.0933857244538986	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.163224650983679	VE	0.000624634665465615	Escape	0.111684242342206	0.0582518067258856	Subject	NA	NA	NA	0.141171929959203	3	1	0.333333333333333	2	0.666666666666667	Escape	FALSE
GPR34	ENSG00000171659	protein_coding	chrX	41688973	41697275	GPR34	ENSG00000171659	protein_coding	S	0	S	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
GPR50	ENSG00000102195	protein_coding	chrX	151176584	151181465	GPR50	ENSG00000102195	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
GPR50-AS1	ENSG00000234696	lncRNA	chrX	151175192	151177836	GPR50-AS1	ENSG00000234696	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
GPR82	ENSG00000171657	protein_coding	chrX	41724181	41730130	GPR82	ENSG00000171657	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	1	1	Subject	TRUE
GPRASP1	ENSG00000198932	protein_coding	chrX	102651092	102659083	GPRASP1	ENSG00000198932	protein_coding	S	NA	NA	NA	all F S or S+U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
GPRASP2	ENSG00000158301	protein_coding	chrX	102712445	102717733	GPRASP2	ENSG00000158301	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
GRIA3	ENSG00000125675	protein_coding	chrX	123184153	123490915	GRIA3	ENSG00000125675	protein_coding	Mostly S	NA	NA	VE	all F S or S+U	FALSE	54	0.314814814814815	variable escape	0.122587037037037	0.128724194037787	0.00602297325393994	0.0409759655800832	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	5	0	0	0.00468069073915633	Subject	NA	NA	NA	NA	NA	NA	NA	0.0537016264722378	0.211324865405187	Subject	0.0603231180828104	3	1	0.333333333333333	2	0.666666666666667	Subject	FALSE
GRIPAP1	ENSG00000068400	protein_coding	chrX	48973720	49002264	GRIPAP1	ENSG00000068400	protein_coding	S	0.11	NA	S	all F S or S+U	FALSE	20	0	subject	0.01064	0.0233502259653216	0.377750327947296	0.426574251174677	Subject	30	0	1	0	0	NA	2	0	0	0	Subject	inactivated gene	3	0	0	0.019841188412886	Subject	0.053545985686527	S	0.00898190352031116	Escape	0.0257106111942616	0.182360554874535	Subject	0.0146992515105058	0.211324865405187	Subject	0.0207395061340301	6	1	0.166666666666667	5	0.833333333333333	Subject	FALSE
GRPR	ENSG00000126010	protein_coding	chrX	16123565	16153518	GRPR	ENSG00000126010	protein_coding	Mostly VE	0.66	S	VE	NA	FALSE	23	0.478260869565217	variable escape	0.151291304347826	0.145207615981843	0.0284504550095882	0.135711940562978	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00376623393098163	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0775287691394039	2	0	0	2	1	Subject	TRUE
GS1-594A7.3	ENSG00000225833	lncRNA	chrX	15602881	15621484	GS1-594A7.3	ENSG00000225833	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
GS1-600G8.3	ENSG00000231216	lncRNA	chrX	13310652	13319933	GS1-600G8.3	ENSG00000231216	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
GSPT2	ENSG00000189369	protein_coding	chrX	51743442	51746232	GSPT2	ENSG00000189369	protein_coding	S	0	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	22	0	1	NA	NA	0	1	0	0	0	Subject	NA	NA	NA	NA	NA	NA	0.0105373470446682	S	0.681738495619695	Subject	NA	NA	NA	NA	NA	NA	0.0052686735223341	2	0	0	2	1	Subject	FALSE
GTPBP6	ENSG00000178605	protein_coding	chrX	304529	318796	GTPBP6	ENSG00000178605	protein_coding	PAR	1	NA	E	NA	FALSE	8	1	escape	0.56965	0.168005042441334	4.23143281022849e-05	0.000548763942576508	Escape	107	0.671875	4.59688990468017e-39	NA	NA	0.653846153846154	1	1	1	0.662860576923077	Escape	inactivated gene	4	4	1	0.483826790233927	Escape	0.621948462141462	E	2.2519438005059e-27	Escape	0.825818557590979	4.26326160646959e-10	Escape	0.815768566684392	0.0210173753140375	Escape	0.663312158928973	6	6	1	0	0	Escape	FALSE
GUCY2F	ENSG00000101890	protein_coding	chrX	109372906	109482086	GUCY2F	ENSG00000101890	protein_coding	VE	NA	NA	VE	NA	FALSE	21	0.285714285714286	variable escape	0.1092	0.179626696234162	0.118857027410633	0.304292289181475	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1092	1	0	0	1	1	Subject	TRUE
GYG2	ENSG00000056998	protein_coding	chrX	2828822	2882820	GYG2	ENSG00000056998	protein_coding	Mostly E	1	VE	NA	all F E or E+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	2	1	0.5	0.127801610574119	Escape	NA	NA	NA	NA	NA	NA	NA	0.142089893706493	0.211324865405187	Subject	0.134945752140306	2	1	0.5	1	0.5	Escape	FALSE
GYG2-AS1	ENSG00000235483	lncRNA	chrX	2852740	2853760	GYG2-AS1	ENSG00000235483	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
H2AB1	ENSG00000274183	protein_coding	chrX	154884972	154885558	H2AFB1	ENSG00000274183	protein_coding	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
H2AB2	ENSG00000277858	protein_coding	chrX	155380709	155381299	H2AFB2	ENSG00000277858	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
H2AB3	ENSG00000277745	protein_coding	chrX	155459415	155460005	H2AFB3	ENSG00000277745	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
H2AL1Q	ENSG00000249467	protein_coding	chrX	36719829	36720573	RP11-492O8.1	ENSG00000249467	processed_pseudogene	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
H2AL3	ENSG00000229674	protein_coding	chrX	37994272	37994904	AL121578.7	ENSG00000229674	processed_pseudogene	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
H2AP	ENSG00000187516	protein_coding	chrX	37990779	37991314	HYPM	ENSG00000187516	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
H2BW1	ENSG00000123569	protein_coding	chrX	104011147	104013708	H2BFWT	ENSG00000123569	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
H2BW2	ENSG00000101812	protein_coding	chrX	104039956	104042454	H2BFM	ENSG00000101812	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
HAUS7	ENSG00000213397	protein_coding	chrX	153447668	153495516	HAUS7	ENSG00000213397	protein_coding	S	NA	NA	S	all F S or S+U	FALSE	32	0	subject	0.01353125	0.0334448842464444	0.337772267933877	0.417188961882615	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00217084293844005	Subject	0.0142479279924673	S	0.826809674353044	Subject	NA	NA	NA	NA	NA	NA	0.00998334031030245	3	0	0	3	1	Subject	FALSE
HCCS	ENSG00000004961	protein_coding	chrX	11111301	11123086	HCCS	ENSG00000004961	protein_coding	S	0	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0622079545007604	S	0.247629730784251	Subject	NA	NA	NA	NA	NA	NA	0.0622079545007604	1	0	0	1	1	Subject	FALSE
HCCS-DT	ENSG00000234129	lncRNA	chrX	10847578	11111220	RP11-120D5.1	ENSG00000234129	lincRNA	S	NA	NA	NA	all F S or S+U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
HCFC1	ENSG00000172534	protein_coding	chrX	153947557	153971818	HCFC1	ENSG00000172534	protein_coding	Mostly VE	0.66	E	VE	NA	FALSE	25	0.24	variable escape	0.111096	0.0845589857239706	0.028050987060557	0.135362321280595	Subject	40	0	1	0	0.196078431372549	NA	2	1	0.5	0.065359477124183	Escape	NA	NA	NA	NA	NA	NA	0.0700546627203186	VE	3.62136084583271e-09	Escape	0.0584475106980087	0.116093628496406	Subject	0.176787060371668	0.0865589995011676	Subject	0.0963489421828357	5	2	0.4	3	0.6	Escape	FALSE
HCFC1-AS1	ENSG00000235802	lncRNA	chrX	153969325	153970087	HCFC1-AS1	ENSG00000235802	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
HDAC6	ENSG00000094631	protein_coding	chrX	48801377	48824982	HDAC6	ENSG00000094631	protein_coding	Mostly S	0	NA	S	S or S+U and VE and U	FALSE	27	0	subject	0.0248555555555556	0.0479735851463581	0.277708124623635	0.402629679283988	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0248555555555556	1	0	0	1	1	Subject	FALSE
HDAC8	ENSG00000147099	protein_coding	chrX	72329516	72573101	HDAC8	ENSG00000147099	protein_coding	S	0.22	NA	S	all F S or S+U	FALSE	40	0.025	subject	0.010045	0.0345470689691466	0.366250031064457	0.423380955130222	Subject	NA	NA	NA	NA	0	0	2	0	0	0	Subject	inactivated gene	2	0	0	0.000944279967739159	Subject	0.0117317204518923	S	0.743097147014258	Subject	0.0687836753410525	0.150075202169044	Subject	NA	NA	NA	0.0183009351521368	5	0	0	5	1	Subject	FALSE
HDX	ENSG00000165259	protein_coding	chrX	84317874	84502479	HDX	ENSG00000165259	protein_coding	S	NA	NA	S	all F S or S+U	FALSE	40	0.075	subject	0.03853	0.0975005541075642	0.21757339765367	0.394292401861455	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00255889825746417	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0205444491287321	2	0	0	2	1	Subject	FALSE
HEPH	ENSG00000089472	protein_coding	chrX	66162671	66268867	HEPH	ENSG00000089472	protein_coding	S	NA	NA	S	NA	FALSE	31	0.193548387096774	subject	0.105767741935484	0.152774169690858	0.0659516483200593	0.229999445822056	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0369959375982767	0.176978487903424	Subject	0.0713818397668803	2	0	0	2	1	Subject	FALSE
HMGB3	ENSG00000029993	protein_coding	chrX	150980509	150990771	HMGB3	ENSG00000029993	protein_coding	S	0	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00266571231098791	S	0.999999999967311	Subject	0.0773906071521683	0.100747673485924	Subject	0.014677481653148	0.211324865405187	Subject	0.0315779337054347	3	0	0	3	1	Subject	FALSE
HMGN5	ENSG00000198157	protein_coding	chrX	81113699	81201913	HMGN5	ENSG00000198157	protein_coding	Discordant	NA	NA	VE	E or E+U and VE and U	FALSE	8	0.5	variable escape	0.195225	0.182834005511635	0.0982870625252961	0.281304351365503	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0186990279410722	S	0.604615415918487	Subject	NA	NA	NA	NA	NA	NA	0.106962013970536	2	0	0	2	1	Subject	TRUE
HNRNPH2	ENSG00000126945	protein_coding	chrX	101408222	101414133	HNRNPH2	ENSG00000126945	protein_coding	S	0	NA	S	all F S or S+U	FALSE	5	0	subject	0	0	NA	1	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0143449343572177	S	0.220381882925012	Subject	0.00475391498881433	0.211324865405187	Subject	NA	NA	NA	0.00636628311534401	3	0	0	3	1	Subject	FALSE
HPRT1	ENSG00000165704	protein_coding	chrX	134460165	134520513	HPRT1	ENSG00000165704	protein_coding	S	0.2	NA	S	all F S or S+U	FALSE	28	0	subject	0.008725	0.0339055291568707	0.401010787950252	0.429362317898966	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008725	1	0	0	1	1	Subject	FALSE
HS6ST2	ENSG00000171004	protein_coding	chrX	132626015	132961395	HS6ST2	ENSG00000171004	protein_coding	Discordant	NA	NA	E	all F S	FALSE	10	0.9	escape	0.45065	0.239483524137535	0.00179522065165717	0.015521178550786	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45065	1	1	1	0	0	Escape	FALSE
HS6ST2-AS1	ENSG00000235849	lncRNA	chrX	132667642	132669888	HS6ST2-AS1	ENSG00000235849	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
HSD17B10	ENSG00000072506	protein_coding	chrX	53431258	53434370	HSD17B10	ENSG00000072506	protein_coding	Mostly S	0.11	NA	NA	S or S+U and VE and U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
HSFX1	ENSG00000171116	protein_coding	chrX	149774068	149776867	HSFX1	ENSG00000171116	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
HSFX2	ENSG00000268738	protein_coding	chrX	149592512	149595314	HSFX2	ENSG00000268738	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
HSFX3	ENSG00000283697	protein_coding	chrX	149548210	149549924	RP5-937E21.8	ENSG00000225261	antisense	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
HTATSF1	ENSG00000102241	protein_coding	chrX	136497079	136512346	HTATSF1	ENSG00000102241	protein_coding	S	0	S	S	all F S or S+U	FALSE	9	0	subject	0.0146444444444444	0.0251052838617248	0.390784263106863	0.426574251174677	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00150711686634875	Subject	0.00828948719524426	S	0.0680574198802139	Subject	0	1	Subject	NA	NA	NA	0.00611026212650936	4	0	0	4	1	Subject	FALSE
HTR2C	ENSG00000147246	protein_coding	chrX	114584078	114910061	HTR2C	ENSG00000147246	protein_coding	Mostly E	NA	NA	NA	E or E+U and VE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
HUWE1	ENSG00000086758	protein_coding	chrX	53532096	53686728	HUWE1	ENSG00000086758	protein_coding	Mostly S	0.11	NA	S	S or S+U and VE and U	FALSE	50	0.04	subject	0.024982	0.0605501940204849	0.236414324142784	0.398220556633354	Subject	80	0	1	0	NA	NA	1	0	0	0	Subject	escapee , robust set	3	3	1	0.115326744532847	Escape	0.0321576639356811	S	0.00316259581483584	Escape	0.00744056512710844	0.183819090793253	Subject	NA	NA	NA	0.0359813947191273	5	2	0.4	3	0.6	Escape	TRUE
IDH3G	ENSG00000067829	protein_coding	chrX	153785766	153794512	IDH3G	ENSG00000067829	protein_coding	S	0	NA	S	NA	FALSE	24	0	subject	0.0154958333333333	0.0319296574576415	0.335477361365691	0.415591358109736	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00275720877901001	S	0.654878729925933	Subject	NA	NA	NA	NA	NA	NA	0.00912652105617167	2	0	0	2	1	Subject	FALSE
IDS	ENSG00000010404	protein_coding	chrX	149476988	149521096	IDS	ENSG00000010404	protein_coding	S	0	S	S	all F S or S+U	FALSE	47	0.0212765957446809	subject	0.0300106382978723	0.0607347699071189	0.201902700586669	0.380861912470307	Subject	171	0	1	0.0222222222222222	NA	0.0147058823529412	2	0	0	0.0123093681917211	Subject	inactivated gene	5	0	0	0.00359574388377086	Subject	0.0143595787110129	S	9.23893324459466e-05	Escape	0.0107089315008578	0.206929924097361	Subject	0.0105225174043216	0.0757187086205204	Subject	0.0135844629982594	6	1	0.166666666666667	5	0.833333333333333	Subject	FALSE
IGBP1	ENSG00000089289	protein_coding	chrX	70133447	70166324	IGBP1	ENSG00000089289	protein_coding	Mostly S	0	NA	S	S or S+U and VE and U	FALSE	22	0	subject	0.00873181818181818	0.0231466008275541	0.393888520255105	0.426574251174677	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00167865621506946	Subject	0.022712625383897	S	0.210478009362014	Subject	NA	NA	NA	NA	NA	NA	0.0110410332602615	3	0	0	3	1	Subject	FALSE
